"Structure of NEW_SMILES [idcode]","NEW_SMILES","pIC50","amw","lipinskiHBA","lipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumHeavyAtoms","NumAtoms","NumHeteroatoms","NumAmideBonds","FractionCSP3","NumRings","NumAromaticRings","NumAliphaticRings","NumSaturatedRings","NumHeterocycles","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumSpiroAtoms","NumBridgeheadAtoms","NumAtomStereoCenters","NumUnspecifiedAtomStereoCenters","labuteASA","tpsa","CrippenClogP","CrippenMR","chi0v","chi1v","chi2v","chi3v","chi4v","chi0n","chi1n","chi2n","chi3n","chi4n","hallKierAlpha","kappa1","kappa2","kappa3","Phi","Shape Index","Molecular Flexibility","Molecular Complexity"
"el^VL@@DNIJg`PGBlbbTTRRRQVRfbRRrbbTlL|FfvNAQZPhIIifjjZZbi@@@","COc1cncc(C(=O)N=c2ccc(C=CC(=O)N3CC4C=C(c5ccnn5C)CC4C3)c[nH]2)c1","6.18122839337903","470.533","9","1","5","1","6","35","61","9","2","0.269230769230769","5","3","2","1","4","3","1","1","0","0","2","2","202.037245651866","105.47","2.468","129.8712","19.5876866919162","11.428380257724","6.50709006775498","6.50709006775498","4.66511848938589","19.5876866919162","11.428380257724","6.50709006775498","6.50709006775498","4.66511848938589","-4.27","22.5186739123388","9.5353455621259","4.8395163400735","6.13495249585656","0.62857","0.28147","0.85699"
"egdRD@@DJF@`ODfUe_UnUWYW`QSSHikhzyijeffjjX@Jh@@@","O=C1CNCc2cc(=CCC(=O)N3CC4C=C(c5ccccc5)CC4C3)cnc2=N1","6.05851495677461","400.482","6","1","3","1","4","30","54","6","2","0.333333333333333","5","2","3","1","3","1","1","2","0","0","2","2","174.583755808466","74.66","1.0635","113.4097","16.7516310156328","10.4683693508234","6.18492742174123","6.18492742174123","4.6401223762305","16.7516310156328","10.4683693508234","6.18492742174123","6.18492742174123","4.6401223762305","-3.12","18.8800536927166","7.95351908515797","3.82798064653155","5.00542891246095","0.63333","0.42565","0.83271"
"fi{aC@DJADIbFqFQQQQIKSQIQQPlEGiQtuSL@AAPP@@@","Cc1cccc(Cl)c1Cc1c(Cl)n(Cc2cccc(Cl)c2)ccc1=O","6.46852108295774","392.713","2","0","4","0","2","25","41","5","0","0.15","3","3","0","0","1","1","0","0","0","0","0","0","161.141358123045","22.0","5.75602","105.261","15.8675081281266","8.95105050789761","5.18748705135391","5.18748705135391","3.55753768539971","13.5997212900712","7.81715708886993","4.1530454442511","4.1530454442511","2.78000176882747","-1.74","18.0631437421364","7.65237212155028","4.0908787487448","5.52903590399521","0.52","0.48133","0.79217"
"fnsaC@DJADFBDqFQQQQIKSQIQRlDFIVtuSMHUAD`@@","Cc1cccc(Cl)c1Cc1c(Cl)n(Cc2cccs2)ccc1=O","6.45593195564972","364.297","2","0","4","0","3","23","38","5","0","0.166666666666667","3","3","0","0","2","2","0","0","0","0","0","0","148.478455166575","22.0","5.16412","98.128","14.8810093113009","8.83755761148167","5.47787429377901","5.47787429377901","3.78575622272233","12.5526548383362","7.20197585420833","3.81738054719615","3.81738054719615","2.51842229025043","-1.55","16.3127893126509","6.91417359868264","3.52324239138274","4.90388944288709","0.52174","0.47117","0.79924"
"e`RZB@@DEMLc`FKOLbbbbbdJTttRRdRrWA`f`TVqussUMMSUTpULCQ@@@","C=CC(C)(C)C12CC(=O)C(=O)N3C(=Cc4c[nH]cn4)C(=O)NC31N(OC)c1ccccc12","4.39685562737982","433.468","9","2","4","2","6","32","55","9","2","0.304347826086956","5","2","3","2","4","1","2","3","1","0","2","2","184.251475357249","107.63","1.8672","115.4944","18.0076496642454","10.2277907366507","7.0208065979627","7.0208065979627","5.50598261177288","18.0076496642454","10.2277907366507","7.0208065979627","7.0208065979627","5.50598261177288","-3.72","20.1976612939137","6.39462983769847","2.10703202682391","4.03614273630587","0.34375","0.23394","1.0015"
"fli@`@@HR[UUUUYjjjZjhDEH","CC(C)CCCC/C=C\CCCCCCCC(=O)O","4.78781239559604","268.441","2","1","13","1","1","19","51","2","0","0.823529411764706","0","0","0","0","0","0","0","0","0","0","0","0","118.844477678231","37.3","5.57430000000001","82.4008000000001","12.8656872865847","7.99406307667936","3.33036487167301","3.33036487167301","2.11922132418994","12.8656872865847","7.99406307667936","3.33036487167301","3.33036487167301","2.11922132418994","-0.79","18.21","13.6372564784332","17.21","13.0702337090667","0.89474","0.61224","0.31389"
"fdq@`@@HR[UUUUfjjijjAAR@","CC(C)CCC/C=C\CCCCCCCC(=O)O","4.79588001734407","254.414","2","1","12","1","1","18","48","2","0","0.8125","0","0","0","0","0","0","0","0","0","0","0","0","112.479535563834","37.3","5.1842","77.7838000000001","12.1585805053982","7.49406307667936","3.08036487167301","3.08036487167301","1.94839731979288","12.1585805053982","7.49406307667936","3.08036487167301","3.08036487167301","1.94839731979288","-0.79","17.21","12.6613409058758","15.21","12.1056487216735","0.88889","0.61411","0.31389"
"egdRD@@DJF@`ODfUe_UnUWYW`QSSHikhzyijeffjjX@JhPraR@@","O=C1CNCc2cc(=CCC(=O)N3C[C@H]4CC(c5ccccc5)=C[C@H]4C3)cnc2=N1","6.03438127682957","400.482","6","1","3","1","4","30","54","6","2","0.333333333333333","5","2","3","1","3","1","1","2","0","0","2","0","174.583755808466","74.66","1.0635","113.4097","16.7516310156328","10.4683693508234","6.18492742174123","6.18492742174123","4.6401223762305","16.7516310156328","10.4683693508234","6.18492742174123","6.18492742174123","4.6401223762305","-3.12","18.8800536927166","7.95351908515797","3.82798064653155","5.00542891246095","0.63333","0.42565","0.83521"
"elVRB@@DAGB`LeglbbTbfRRqRTtVbbRfVhdt\l|N~ZZjiZZZhHJJj`@@","CCCOc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCNCC2)C(=O)N=3)cccc1OC","7.14874165128093","478.593","8","1","8","1","6","35","69","8","2","0.481481481481482","4","2","2","1","3","1","1","2","1","0","0","0","205.601106796383","93.12","1.7803","132.6017","20.802696594172","12.2719871188824","6.79118308508935","6.79118308508935","4.73407002830652","20.802696594172","12.2719871188824","6.79118308508935","6.79118308508935","4.73407002830652","-3.26","24.8516380951813","10.9894062813805","5.53333553526052","7.80299279387944","0.54286","0.54159","0.86049"
"ehZRDH@EBa`WK`@cIEEDddYhThdddeDelJAMJfieo`ZA`hiiiZZijbh@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCNCC2)C(=O)N=3)sc2ccccc12","7.31875876262441","460.603","6","1","4","1","5","33","61","7","2","0.384615384615385","5","3","2","1","4","2","1","2","1","0","0","0","196.601217796326","74.66","2.50602","130.3837","19.8740815914524","12.2677868268983","8.23363262344715","8.23363262344715","6.11967380204373","19.0575850105247","11.4512902459705","6.9760381516969","6.9760381516969","4.85526658962625","-2.9","21.9201597853476","8.79961818467301","4.2275852041755","5.84512232297219","0.54545","0.47104","0.87307"
"fcpb@EEF{X@cIEEDddYhThdddmb`mU[M]@pTTttmMLT@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)sc2ccccc12","7.52287874528034","391.496","5","0","4","0","4","28","49","6","2","0.272727272727273","4","3","1","0","3","2","0","1","0","0","0","0","166.597418308661","62.63","2.52632","110.464","16.7527612478928","10.1035732645252","6.32181478915107","6.32181478915107","4.63826088073977","15.936264666965","9.28707668359743","5.06422031740081","5.06422031740081","3.37385366832229","-2.86","18.5008473017186","7.63722174232715","3.73065478988492","5.04625261657715","0.60714","0.51311","0.83603"
"edVRDH@EBa`WK`@cIEEDddYhThdddeDemaPIiTuLm|CPLEEMMKSUMUEP@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)sc2ccccc12","7.85387196432176","474.63","6","0","4","0","5","34","64","7","2","0.407407407407407","5","3","2","1","4","2","1","2","1","0","0","0","203.176131397318","65.87","2.84822","135.011","20.8212951869524","12.6403491732453","8.61712739212065","8.61712739212065","6.26089896067903","20.0047986060246","11.8238525923176","7.3595329203704","7.3595329203704","4.99649174826156","-2.9","22.8706836795156","9.03989594305595","4.30002395384394","6.08084119439321","0.55882","0.46141","0.87495"
"el^RDD@EJih_G`@arPrQQQIIFIRiQIIIJIK[B`SQki[XFF`XJJffeijfjbh@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)sc2ccc(F)cc12","7.55284196865778","492.62","6","0","4","0","5","35","64","8","2","0.407407407407407","5","3","2","1","4","2","1","2","1","0","0","0","207.341666800245","65.87","2.98732","134.969","21.121909390772","12.7400150122729","8.67167735483588","8.67167735483588","6.2600713762697","20.3054128098442","11.9235184313452","7.41408288308562","7.41408288308562","5.01530601888518","-2.97","23.7570201251632","9.24045623306455","4.64521643952486","6.27216299127442","0.57143","0.46912","0.88665"
"edVRL@@DAGJ`BidfVfuWwVyyY]hdt\l|vNAaZZjiZffjfh@j@@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)oc2ccccc12","7.69897000433602","458.562","7","0","4","0","5","34","64","7","2","0.407407407407407","5","3","2","1","4","2","1","2","1","0","0","0","198.330097390984","79.01","2.37972","129.4","20.0047986060246","11.8238525923176","7.3595329203704","7.3595329203704","4.99649174826156","20.0047986060246","11.8238525923176","7.3595329203704","7.3595329203704","4.99649174826156","-3.32","22.4711330350717","8.7969203148593","4.15988649969756","5.8140225498273","0.55882","0.46198","0.87495"
"eb^RB@@DAGJ`BmodfVfuWwVyye[^bSQrsrxEijjejZZhHJJj`@@","CCCOc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)cccc1OC","7.58502665202918","492.62","8","0","8","0","6","36","72","8","2","0.5","4","2","2","1","3","1","1","2","1","0","0","0","212.176020397375","84.33","2.1225","137.229","21.749910189672","12.6445494652295","7.17467785376285","7.17467785376285","4.87529518694182","21.749910189672","12.6445494652295","7.17467785376285","7.17467785376285","4.87529518694182","-3.26","25.8216163118011","11.2037084802562","5.59012997187555","8.03605171240136","0.55556","0.53449","0.86255"
"ehZZD@@DAGBa`LlbbTbfRRqRTtVbbVRhdt\l|VN~AZZjiZZZjZ`Bh@@@","CN(Cc1cc2ccccc2n1C)C(=O)CC=c1cnc2c(c1)CC1(CCNCC1)C(=O)N=2","6.87942606879415","443.551","7","1","4","1","5","33","62","7","2","0.384615384615385","5","3","2","1","4","2","1","2","1","0","0","0","192.379986433525","79.59","1.4746","126.7407","19.1739005847504","11.5148194156962","7.10298982628313","7.10298982628313","5.00485497075838","19.1739005847504","11.5148194156962","7.10298982628313","7.10298982628313","5.00485497075838","-3.32","21.5217719376442","8.55535640000025","4.08655845759313","5.57958876624455","0.54545","0.46878","0.86725"
"ehZRL@@DAGB`LalbbTbfRRqRTtVbTRrhdt\l|Vv~AZZjiZZZjZ`Bh@@@","Cc1c(CN(C)C(=O)CC=c2cnc3c(c2)CC2(CCNCC2)C(=O)N=3)oc2ccccc12","7.30980391997149","444.535","7","1","4","1","5","33","61","7","2","0.384615384615385","5","3","2","1","4","2","1","2","1","0","0","0","191.755183789992","87.8","2.03752","124.7727","19.0575850105247","11.4512902459705","6.9760381516969","6.9760381516969","4.85526658962625","19.0575850105247","11.4512902459705","6.9760381516969","6.9760381516969","4.85526658962625","-3.32","21.5217719376442","8.55535640000025","4.08655845759313","5.57958876624455","0.54545","0.47161","0.87307"
"fdeQB@NBX@HRe^WVU|DEKpZVfj@Bd@@","Cc1ccc(Cc2noc(-c3ccsc3)n2)cc1","4.29242982390206","256.33","3","0","3","0","4","18","30","4","0","0.142857142857143","3","3","0","0","2","2","0","0","0","0","0","0","109.100820562569","38.92","3.69732","71.596","10.7759790183693","6.66088987544545","3.40228947360073","3.40228947360073","2.34741804671985","9.95948243744157","5.71808083386338","2.71905521267544","2.71905521267544","1.71768103247076","-1.94","11.1676036688337","4.74060183094492","2.33316062482658","2.94117568887445","0.66667","0.52078","0.69646"
"fdepB@FRb@HRe^WVU|DEKpZVej@Bh@@","Nc1ccc(Cn2cnc(-c3ccsc3)c2)cc1","5.69250396208679","255.346","3","2","3","1","4","18","31","4","0","0.0714285714285714","3","3","0","0","2","2","0","0","0","0","0","0","109.529567502002","43.84","3.2421","75.4964","10.5997815354743","6.64159926273317","3.47828756393684","3.47828756393684","2.4893790326267","9.78328495454659","5.69879022115111","2.79505330301155","2.79505330301155","1.8397131590661","-2.07","11.0452312285896","4.66141193255274","2.2842852165749","2.86035403593065","0.66667","0.52209","0.68273"
"fdePB@FR@DIRoKkJ~BBexMKRu@AT@@@","Cc1ccc(Cn2cnc(-c3ccsc3)c2)cc1","6.60205999132796","254.358","2","0","3","0","3","18","32","3","0","0.133333333333333","3","3","0","0","2","2","0","0","0","0","0","0","110.554618919386","17.82","3.96832","75.821","11.0224312662847","6.85292412813836","3.6191708075403","3.6191708075403","2.55982065442843","10.205934685357","5.9101150865563","2.935936546615","2.935936546615","1.91015478086783","-1.87","11.2335394614309","4.78341735114294","2.35966397888131","2.98526153191985","0.66667","0.52209","0.68031"
"fdePB@FR@DIRoKkJvBBexMKRu@AT@@@","Cc1cccc(Cn2cnc(-c3ccsc3)c2)c1","5.37263414340727","254.358","2","0","3","0","3","18","32","3","0","0.133333333333333","3","3","0","0","2","2","0","0","0","0","0","0","110.554618919386","17.82","3.96832","75.821","11.0224312662847","6.85292412813836","3.58105265058925","3.58105265058925","2.67682917401039","10.205934685357","5.9101150865563","2.89781838966395","2.89781838966395","2.02716330044979","-1.87","11.2335394614309","4.78341735114294","2.35966397888131","2.98526153191985","0.61111","0.52209","0.68861"
"fluQB@FRb@HRe^WVUwAAR|FeiZ`@j`@@","COc1ccc(Cn2cnc(-c3ccsc3)c2)cc1","5.72124639904717","270.357","3","0","4","0","4","19","33","4","0","0.133333333333333","3","3","0","0","2","2","0","0","0","0","0","0","115.668164148893","27.05","3.6685","77.636","11.4306795567486","6.96529656383416","3.65762249809044","3.65762249809044","2.59727813299369","10.6141829758208","6.02248752225209","2.97438823716514","2.97438823716514","1.9476122594331","-2.07","11.9891193009863","5.2811725552598","2.68503709071806","3.3324530428476","0.68421","0.54402","0.68976"
"fj}Q@@IF@eMklnlklyhr\t@EKT@DP@@","COc1ccc(-c2cn(Cc3ccc(C)cc3)cn2)cc1","6.44369749923271","278.355","3","0","4","0","3","21","39","3","0","0.166666666666667","3","3","0","0","1","1","0","0","0","0","0","0","124.392742992878","27.05","3.91542","84.496","12.2832849545466","6.96176660398402","3.50477957463064","3.50477957463064","2.26172084555125","12.2832849545466","6.96176660398402","3.50477957463064","3.50477957463064","2.26172084555125","-2.55","13.4338535159402","5.8339498889613","3.13514284746566","3.73202039179247","0.71429","0.50548","0.66485"
"fdePB@FR@DYHheBleDebTEKpZeej@Bh@@","Cc1ccc(Cn2cnc(-c3cccs3)c2)cc1","5.90657831483777","254.358","2","0","3","0","3","18","32","3","0","0.133333333333333","3","3","0","0","2","2","0","0","0","0","0","0","110.554618919386","17.82","3.96832","75.821","11.0224312662847","6.80284798138613","3.78499508644311","3.78499508644311","2.58944938800336","10.205934685357","5.92319517013123","2.89262260240252","2.89262260240252","1.90241564084779","-1.87","11.2335394614309","4.78341735114294","2.35966397888131","2.98526153191985","0.66667","0.52209","0.68031"
"egdTD@@DC@KdfYeUoeUv]~RsQsrIj[Xyj`hIJh`@@h@@@@","Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1","6.61978875828839","396.49","4","1","3","1","3","30","54","4","1","0.192307692307692","5","4","1","0","2","1","0","1","0","0","0","0","175.545799026263","45.47","4.90212","118.7703","17.0065194319854","10.3279794853437","6.02923873277285","6.02923873277285","4.41089994849852","17.0065194319854","10.3279794853437","6.02923873277285","6.02923873277285","4.41089994849852","-3.53","18.495536047282","7.37644273535518","3.24298401597409","4.54770875041577","0.53333","0.39188","0.86921"
"ekhTD@@DC@CdfYeUogUYwyKMGOHjaemfjB`djH@@J@@@@","O=C(c1ccccc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","6.30980391997149","382.463","4","1","3","1","3","29","51","4","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","169.180856911867","45.47","4.5937","114.0333","16.0838697011751","9.91729588282069","5.75146095499507","5.75146095499507","4.29549160021021","16.0838697011751","9.91729588282069","5.75146095499507","5.75146095499507","4.29549160021021","-3.53","17.5604892669488","7.13314197581138","3.16589933983103","4.31936079675371","0.51724","0.3867","0.86659"
"eol\D@@DCD`GlbbbbRRftRRRRbJvdlt\|bzVNnZhJBRjH`@B`@@@","CNc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1","5.67778070526608","411.505","5","2","4","2","4","31","56","5","1","0.192307692307692","5","4","1","0","2","1","0","1","0","0","0","0","181.095661209871","57.5","4.6354","123.58","17.5065194319854","10.5779794853437","6.15124720070099","6.15124720070099","4.49423328183185","17.5065194319854","10.5779794853437","6.15124720070099","6.15124720070099","4.49423328183185","-3.73","19.2464005977013","7.83558737163012","3.52343029595582","4.8647372087962","0.54839","0.40931","0.87083"
"e`RTB@@EB`DAolbfbRrTTTRRVQfbRw@egbUQSUssP@UPLEEL@DQ@@@","O=C(O)c1ccc(Cn2c3c(c4ccccc42)CCN(C(=O)c2ccc(O)cc2)C3)cc1","5.06048074738138","426.472","6","2","4","2","4","32","54","6","1","0.153846153846154","5","4","1","0","2","1","0","1","0","0","0","0","184.501554878503","82.77","4.2919","120.9926","17.3619813179493","10.5057104283256","6.10952264117752","6.10952264117752","4.47014359615916","17.3619813179493","10.5057104283256","6.10952264117752","6.10952264117752","4.47014359615916","-4.06","19.8770422547913","7.88753819830065","3.49551994872617","4.89940406418445","0.53125","0.4146","0.87338"
"ek`TL@@DM@HcdfYgV^UWYwuKG@jaemfjBBRjH@@H@@@@","CN(Cc1cc2ccccc2n1Cc1ccc(O)cc1)C(=O)c1ccc(O)cc1","6.0","386.451","5","2","5","2","4","29","51","5","1","0.125","4","4","0","0","1","1","0","0","0","0","0","0","168.615979703195","65.7","4.373","113.0511","16.1168697343019","9.4063689911731","5.03351055873929","5.03351055873929","3.50836702851531","16.1168697343019","9.4063689911731","5.03351055873929","5.03351055873929","3.50836702851531","-3.73","18.624866891335","7.71602462792526","3.94031807830952","4.95551488363347","0.55172","0.51433","0.78531"
"egdTL@@DC@DkdfYeUoeUv]~RsQsrIj[Xyj`hIJh`@@h@@@@","O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","6.95860731484177","398.462","5","2","3","2","4","30","52","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","173.975090664063","65.7","4.2993","115.6981","16.4537330274854","10.0515862830936","5.8449765979395","5.8449765979395","4.31876888108185","16.4537330274854","10.0515862830936","5.8449765979395","5.8449765979395","4.31876888108185","-3.73","18.3082028105382","7.26312980082834","3.18160267473781","4.43249511442764","0.53333","0.39188","0.86758"
"egdTL@@DK@EKlbbbbRbTNbrRTVVtcag`RSTvqsUATDeQ@@AP@@@@","O=C(c1ccccc1O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","6.14266750356873","398.462","5","2","3","2","4","30","52","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","173.975090664063","65.7","4.2993","115.6981","16.4537330274854","10.0575693472373","5.86517967380354","5.86517967380354","4.35702086060076","16.4537330274854","10.0575693472373","5.86517967380354","5.86517967380354","4.35702086060076","-3.73","18.3082028105382","7.26312980082834","3.08485899316434","4.43249511442764","0.5","0.39481","0.87682"
"eolTDD@AONG`HaRHrJJIQKPiSQIIJKKYbQpJKKiXzzBAbjijH@@H`@@@","O=C(c1ccc(Cl)cc1Cl)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","5.74472749489669","451.353","4","1","3","1","3","31","51","6","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","189.78738936563","45.47","5.90050000000001","124.0533","18.1969560008512","10.878539571038","6.4400677805993","6.4400677805993","4.85477863647885","16.6850981088143","10.1226106250195","5.89226166932327","5.89226166932327","4.36545115741983","-2.95","19.9807293352576","7.95052743792507","3.66544300366945","5.1244302196684","0.51613","0.39979","0.88227"
"egdTDH@ADfk`ICHhdleEEDdedYhdmPqiXEddUl]@AU@pTTp@QD@@@","O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(F)cc3)c3ccccc23)C1","6.60205999132796","400.453","4","1","3","1","3","30","51","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","173.346392314793","45.47","4.7328","113.9913","16.3844839049947","10.0169617218483","5.82189355710925","5.82189355710925","4.30722736066673","16.3844839049947","10.0169617218483","5.82189355710925","5.82189355710925","4.30722736066673","-3.6","18.4299515235457","7.33671524772458","3.22143821611821","4.50717687858742","0.53333","0.39188","0.86986"
"eolTL@@DK@EGlbbbbRbTNbRRrbrvd\L|BRzVNnZhJ`djb@@B`@@@","Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)c(O)c1","6.92081875395237","412.489","5","2","3","2","4","31","55","5","1","0.192307692307692","5","4","1","0","2","1","0","1","0","0","0","0","180.340032778459","65.7","4.60772","120.4351","17.3763827582958","10.4682529497603","6.1143639919604","6.1143639919604","4.52505558720169","17.3763827582958","10.4682529497603","6.1143639919604","6.1143639919604","4.52505558720169","-3.73","19.2464005977013","7.50756933968042","3.41945403382869","4.66108667827448","0.51613","0.39979","0.88256"
"ehZTD@@DC@@\bbbbRRftRRRRbVVQdlt\|bzVn~ZhJBRjH`BBJ@@@@","CCCCc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1","6.29242982390206","438.571","4","1","6","1","3","33","63","4","1","0.275862068965517","5","4","1","0","2","1","0","1","0","0","0","0","194.640625369453","45.47","5.93630000000001","132.6453","19.1278397755451","11.8886396571235","6.75061288031975","6.75061288031975","4.90965191922484","19.1278397755451","11.8886396571235","6.75061288031975","6.75061288031975","4.90965191922484","-3.53","21.3227711316379","9.14447436002157","4.25495228247086","5.90865254235971","0.57576","0.43325","0.87147"
"egd\D@@DCD`KdfYeUoeUv]~RsQsrIj[Xyj`hIJh`@@h@@@@","Nc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1","6.0","397.478","5","3","3","2","4","30","53","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","174.52074760888","71.49","4.1759","118.4457","16.5838697011751","10.1166546199385","5.88835548916939","5.88835548916939","4.34045832669679","16.5838697011751","10.1166546199385","5.88835548916939","5.88835548916939","4.34045832669679","-3.73","18.3082028105382","7.26312980082834","3.18160267473781","4.43249511442765","0.53333","0.39188","0.86954"
"ehZTB@@DG@EJ`\bbbbRbbaabVRrbrvd|LBRJfN^~ZhJ`iJjH@@J@@@@","Cc1cc(O)c(C)c(O)c1C(=O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","4.30102999566398","442.515","6","3","3","3","5","33","59","6","1","0.222222222222222","5","4","1","0","2","1","0","1","0","0","0","0","191.499208645052","85.93","4.62174","126.8369","18.6688958154165","11.0311761449873","6.66836915384112","6.66836915384112","4.84133075794409","18.6688958154165","11.0311761449873","6.66836915384112","6.66836915384112","4.84133075794409","-3.93","20.9440886386182","7.88655267696208","3.47728098490131","5.00535328240684","0.48485","0.39915","0.90677"
"e`RTL@@DC@BolbbbbRRfbTRJVTVVtefcdVPvussUAPRUUD@@E@@@@","Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc(C)c1O","5.53760200210104","426.516","5","2","3","2","4","32","58","5","1","0.222222222222222","5","4","1","0","2","1","0","1","0","0","0","0","186.704974892856","65.7","4.91614","125.1721","18.2990324891061","10.884919616427","6.46873263242368","6.46873263242368","4.79413281186157","18.2990324891061","10.884919616427","6.46873263242368","6.46873263242368","4.79413281186157","-3.73","20.1882258003027","7.75247115414996","3.39727458011323","4.89089494282226","0.5","0.40092","0.87774"
"eolTLH@EOBIG`HaIf]{e[eUYwvNG@hlneckhHBZjfh`@@b@@@@","O=C(c1ccc(O)c(Cl)c1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1","6.79588001734407","432.907","5","2","3","2","4","31","52","6","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","184.278356890945","65.7","4.9527","120.7081","17.5102761773235","10.5351996592741","6.22808646072549","6.22808646072549","4.53523313290331","16.754347231305","10.1572351862649","5.92535314501665","5.92535314501665","4.35469050267457","-3.44","19.5191708552804","7.67124896638021","3.50998704745399","4.83020707252156","0.51613","0.3966","0.87805"
"eolTL@@DC@LgdfYeUny]]g_dlt\BRzVNnZhJBRjb@@B`@@@","Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)ccc1O","6.74472749489669","412.489","5","2","3","2","4","31","55","5","1","0.192307692307692","5","4","1","0","2","1","0","1","0","0","0","0","180.340032778459","65.7","4.60772","120.4351","17.3763827582958","10.4682529497603","6.17446502063202","6.17446502063202","4.50325463787557","17.3763827582958","10.4682529497603","6.17446502063202","6.17446502063202","4.50325463787557","-3.73","19.2464005977013","7.50756933968042","3.4194540338287","4.66108667827448","0.51613","0.3966","0.87682"
"ekhTL@@DO@FedfYfUYoUW]U@cHlnbjmcfjBh@dBhBB@HBJ@@","O=C(c1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(O)cc1","4.55129368009492","384.435","5","3","2","3","3","29","49","5","1","0.125","5","4","1","0","2","1","0","1","0","0","1","1","167.400177063071","76.56","4.367","111.0958","15.669656138802","9.60035953331023","5.61840059536623","5.61840059536623","4.23266339308121","15.669656138802","9.60035953331023","5.61840059536623","5.61840059536623","4.23266339308121","-3.73","17.3739812991891","6.70569041013649","2.91402726274707","4.01739792358148","0.44828","0.33996","0.88462"
"fhi@c@BFADRb@qFQQQIIPq[LD{tDDPPD@@@","Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl","6.35654732351381","289.545","2","1","2","1","2","17","24","5","0","0.0","2","2","0","0","0","0","0","0","0","0","0","0","113.306074987909","29.46","5.1447","69.6528","10.7212437581846","5.80876296018054","2.8003900677145","2.8003900677145","1.86668919951743","8.45345692012926","4.67486954115285","2.03482629692199","2.03482629692199","1.25327587815353","-1.09","12.3691042920026","5.04629634760633","2.97326723244803","3.67165681246439","0.64706","0.46852","0.61678"
