molecule_chembl_id,pIC50,npr1,npr2,SMILES
CHEMBL566665,7.8538718,0.14535832,0.91915631,Cc1c(CN(C)C(=O)C/C=c2\cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)sc2ccccc12
CHEMBL566666,7.5528421,0.13137837,0.90513366,Cc1c(CN(C)C(=O)C/C=c2\cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)sc2ccc(F)cc12
CHEMBL567711,7.6989698,0.069331422,0.97621393,Cc1c(CN(C)C(=O)C/C=c2\cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)oc2ccccc12
CHEMBL568359,7.5850267,0.13631655,0.94502044,CCCOc1c(CN(C)C(=O)C/C=c2\cnc3c(c2)CC2(CCN(C)CC2)C(=O)N=3)cccc1OC
CHEMBL571088,6.879426,0.1509444,0.91447151,CN(Cc1cc2ccccc2n1C)C(=O)C/C=c1\cnc2c(c1)CC1(CCNCC1)C(=O)N=2
CHEMBL586043,7.309804,0.069796883,0.98468548,Cc1c(CN(C)C(=O)C/C=c2\cnc3c(c2)CC2(CCNCC2)C(=O)N=3)oc2ccccc12
CHEMBL62515,4.2924299,0.1963331,0.90527529,Cc1ccc(Cc2noc(-c3ccsc3)n2)cc1
CHEMBL62542,5.6925039,0.18248801,0.91372383,Nc1ccc(Cn2cnc(-c3ccsc3)c2)cc1
CHEMBL64645,6.6020598,0.18501255,0.90804201,Cc1ccc(Cn2cnc(-c3ccsc3)c2)cc1
CHEMBL65873,5.3726339,0.19444233,0.96147674,Cc1cccc(Cn2cnc(-c3ccsc3)c2)c1
CHEMBL65913,5.7212462,0.18467331,0.89443243,COc1ccc(Cn2cnc(-c3ccsc3)c2)cc1
CHEMBL65914,6.4436975,0.099361613,0.97456849,COc1ccc(-c2cn(Cc3ccc(C)cc3)cn2)cc1
CHEMBL66526,5.9065785,0.17668018,0.92891145,Cc1ccc(Cn2cnc(-c3cccs3)c2)cc1
CHEMBL70618,6.6197886,0.35716152,0.75952452,Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1
CHEMBL70636,6.309804,0.39241323,0.72405767,O=C(c1ccccc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL70830,5.6777806,0.27095717,0.79572147,CNc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1
CHEMBL72164,5.0604806,0.51974434,0.59124708,O=C(O)c1ccc(Cn2c3c(c4ccccc42)CCN(C(=O)c2ccc(O)cc2)C3)cc1
CHEMBL72196,6.0,0.43349949,0.76905745,CN(Cc1cc2ccccc2n1Cc1ccc(O)cc1)C(=O)c1ccc(O)cc1
CHEMBL72232,6.9586072,0.31502154,0.77825844,O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL72286,6.1426673,0.36601993,0.72652489,O=C(c1ccccc1O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL72725,5.7447276,0.28114426,0.81065035,O=C(c1ccc(Cl)cc1Cl)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL72770,6.6020598,0.32649738,0.75872946,O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(F)cc3)c3ccccc23)C1
CHEMBL72900,6.9208188,0.32230425,0.79806542,Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)c(O)c1
CHEMBL72947,6.2924299,0.23762535,0.83382475,CCCCc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1
CHEMBL73331,6.0,0.31542245,0.76043463,Nc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1
CHEMBL73421,4.3010302,0.30175132,0.81158233,Cc1cc(O)c(C)c(O)c1C(=O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL73455,5.5376019,0.28551248,0.8015759,Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc(C)c1O
CHEMBL73580,6.7958798,0.26829356,0.81886262,O=C(c1ccc(O)c(Cl)c1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
CHEMBL73953,6.7447276,0.30046237,0.79138255,Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)ccc1O
CHEMBL74072,4.5512938,0.38248795,0.72786272,O=C(c1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)[C@H]1c1ccc(O)cc1
CHEMBL849,6.3565474,0.20504253,0.94270742,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
