NEW_SMILES,similarity,ppIC$_{50}$ SVR,ppIC$_{50}$ Ridge,ppIC$_{50}$ RFR,mean,std
Cc1ccc(Oc2cn(C)c(COc3ccc(=N)n(C)c3)cc2=O)c(C)c1,0.730769230769231,6.41208405405212,6.57665489402966,6.41591894540088,6.46821929782755,0.0939275544805365
Cc1ccc(Oc2cn(C)c(COc3ccoc3)cc2=O)c(C)c1,0.730769230769231,6.38865232505852,6.55953087835133,6.37284096077312,6.44034138806099,0.103523430955965
Cc1ccc(Oc2cn(C)c(COc3cnn(C)c3)cc2=O)c(C)c1,0.730769230769231,6.57278010002036,6.55673057744352,6.37630180344592,6.5019374936366,0.109099229057785
Cc1ccc(Oc2cn(C)c(COc3ccc(=S)n(C)c3)cc2=O)c(C)c1,0.730769230769231,6.51681447350909,6.54782573704209,6.41417464282532,6.49293828445883,0.0699514692412359
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(OC)cc1C,0.725490196078431,6.21335971965543,6.52110157257446,6.32567460013939,6.35337863078976,0.155730205789428
Cc1cnc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)c1,0.725490196078431,6.17156756841302,6.6169647273073,6.2831418818117,6.35722472584401,0.231756031469971
Cc1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)cc1N,0.725490196078431,6.38015877937297,6.47158132891917,6.33913050301688,6.39695687043634,0.0678044041200854
CCOc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)cc1C,0.725490196078431,6.63398323543078,6.89026064319615,6.33042951838761,6.61822446567151,0.280248061892218
Cc1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)cn1,0.725490196078431,6.44443443358385,6.80079189432256,6.33022150676162,6.52514927822268,0.245449153636994
Cc1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)cc1O,0.725490196078431,6.73860039506346,6.90663351804663,6.33195783169299,6.65906391493436,0.295478552309643
