NEW_SMILES,similarity,ppIC$_{50}$ Ridge,ppIC$_{50}$ SVR,ppIC$_{50}$ RFR,mean,std
CCc1cc(O)c(Oc2cc3cc(C(N)=O)ccc3cc2F)cc1F,0.7608695652173914,7.353738377698763,7.109845261541851,7.180120915869388,7.214568185036668,0.1255425178654405
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1C(F)(F)F,0.7608695652173914,7.035380381635813,6.579546404941702,6.944633972921212,6.853186919832909,0.2412842228909568
CC=CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7608695652173914,6.746363497766596,6.903163691016832,6.765794625092632,6.80510727129202,0.0854733190196015
CS(=O)(=O)Cc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7608695652173914,7.184025656465884,6.938131258355216,6.843539356813518,6.988565423878207,0.1757567462481612
NC(=O)c1ccc(Oc2cc(F)c(CC(F)F)cc2O)c(F)c1,0.7555555555555555,7.039409270350563,7.050634088590428,6.822274197534698,6.970772518825231,0.1287257266660747
CCc1cc(Cl)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.75,7.109011533141679,7.047078923404476,6.697356820936959,6.951149092494372,0.2219612575741961
CCc1cc(OC)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.75,6.793871745014338,6.97108106672386,6.683530684320357,6.816161165352852,0.1450652242936619
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2SC(N)=O)cc1F,0.7446808510638298,7.449568759022719,6.507735048128021,7.238681562603217,7.065328456584652,0.494268306964074
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1NC(N)=O,0.7446808510638298,7.033471048879198,7.060102786120427,6.929753976516005,7.007775937171876,0.06886858583970835
CNCCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7446808510638298,6.743124796883702,6.528552649905207,6.744054718292392,6.671910721693767,0.1241526026656589
CCNc1cc(Oc2ccc(C(N)=O)cc2F)c(O)cc1CC,0.7446808510638298,6.997643463763422,6.793449179364022,6.912205482994889,6.901099375374112,0.1025491865653206
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2NC(N)=O)cc1F,0.7446808510638298,7.419527005477137,7.246102587854221,7.305877340532812,7.32383564462139,0.08809587204441144
CSCCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7446808510638298,6.818783098707213,6.445938080999703,6.79417075993479,6.686297313213902,0.2085206517060398
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2C#N)cc1F,0.7446808510638298,7.412871305725203,7.219121187057915,7.32940901607857,7.320467169620564,0.09718407577610635
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1C#N,0.7446808510638298,7.023583328011612,6.912601428784559,6.97136311716147,6.969182624652547,0.0555230708777623
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2S(C)(=O)=O)cc1F,0.7446808510638298,7.639027841665274,7.020409770875864,7.316784399543505,7.325407337361548,0.3093991688244542
CCc1cc(O)c(Oc2ccc(C(=O)N=C(C)N)cc2F)cc1F,0.7446808510638298,7.514794092602939,7.446689395256187,7.322405723106186,7.427963070321771,0.09755166638026616
C[S+]([O-])Cc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7446808510638298,6.916021007779753,7.098435754928252,6.857892087619097,6.9574496167757,0.1255092076428604
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1SC(N)=O,0.7446808510638298,7.072233644894219,6.58616633635307,6.889315769741033,6.849238583662775,0.2454994760505052
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1S(C)(=O)=O,0.7446808510638298,7.298322647433527,6.907307007353147,6.945246924284414,7.050292193023696,0.2156367061987552
CCSc1cc(Oc2ccc(C(N)=O)cc2F)c(O)cc1CC,0.7446808510638298,7.172289601395756,6.852208630152507,6.917666290943322,6.980721507497196,0.169100346803303
