NEW_SMILES,pIC50,Shape Index,Molecular Flexibility,Molecular Complexity
O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,6.95860731484177,0.53333,0.39188,0.86758
O=C(c1ccccc1O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,6.14266750356873,0.5,0.39481,0.87682
O=C(c1ccc(Cl)cc1Cl)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,5.74472749489669,0.51613,0.39979,0.88227
O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(F)cc3)c3ccccc23)C1,6.60205999132796,0.53333,0.39188,0.86986
Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)c(O)c1,6.92081875395237,0.51613,0.39979,0.88256
CCCCc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1,6.29242982390206,0.57576,0.43325,0.87147
Nc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1,6,0.53333,0.39188,0.86954
Cc1cc(O)c(C)c(O)c1C(=O)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,4.30102999566398,0.48485,0.39915,0.90677
Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc(C)c1O,5.53760200210104,0.5,0.40092,0.87774
O=C(c1ccc(O)c(Cl)c1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,6.79588001734407,0.51613,0.3966,0.87805
Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)ccc1O,6.74472749489669,0.51613,0.3966,0.87682
O=C(c1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(O)cc1,4.55129368009492,0.44828,0.33996,0.88462
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,6.35654732351381,0.64706,0.46852,0.61678
